wkt_geom;gid;site_name;description;river_cat;user_id;time_stamp;river_name
POINT(30.86459999999999937 -29.80120000000000147);490;Campbell Rd Lft;Upstream of confluence, before the two stream meet (This is the left one coming from Fields Hill).;rocky;21;2015-06-28T08:35:36.089;Palmiet (KZN)
POINT(29.08547199999999933 -30.5773060000000001);562;Sithiweni SPS;Mathutha. Close to a bridge, people from the village wash their clothes in the river;rocky;373;2014-11-07T07:09:26.559;Mvenyane
POINT(27.15327800000000025 -32.67750000000000199);563;Sivuyile JSS;waterfall. Downstream of hospital and farms;rocky;373;2014-11-07T07:35:48.785;Keiskamma
POINT(27.22427800000000175 -32.61961099999999902);564;Ngobozana JSS;Zibukweni. Locals use the river for washing clothes;rocky;373;2014-11-07T08:34:42.188;Keiskamma
POINT(27.14608300000000085 -32.67580600000000146);565;Sophumelela JSS;Next to a bridge, very close to town, a lot of litter, taxis wash their cars in the river.;rocky;373;2014-11-07T09:22:31.642;Cata
POINT(30.32295999999999836 -30.8495999999999988);572;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-10T11:57:27.648;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);573;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-10T11:57:51.065;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);574;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-10T11:58:00.373;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);575;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-10T12:12:23.651;Bilanhlolo
POINT(30.39011899999999855 -29.55575999999999937);571;JMR Tributary;tributary of the Baynespruit adjacent to heather secondary school. JMR Church (170 Jupiter Road);rocky;246;2014-11-27T11:40:10.936;Baynespruit 
POINT(30.61666699999999963 -29.64999999999999858);577;Manyavu ;Near the confluence with the Msunduzi. Downstream from reed beds. Site has a lot of aquatic vegetation. ;rocky;358;2014-11-10T13:38:34.031;Mshwathi
POINT(30.32295999999999836 -30.8495999999999988);579;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-11T07:27:57.255;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);580;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-11T07:31:18.409;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);581;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-11T07:34:09.255;Bilanhlolo
POINT(30.63384500000000088 -29.59944199999999981);583;D/S Nagle Dam;500m downstream of Nagle Dam;rocky;12;2014-11-11T10:17:26.266;uMgeni
POINT(30.63384500000000088 -29.59944199999999981);584;D/S Nagle Dam;500m downstream of Nagle Dam;rocky;12;2014-11-11T10:22:03.22;uMgeni
POINT(30.63384500000000088 -29.59944199999999981);585;D/S Nagle Dam;500m downstream of Nagle Dam;rocky;12;2014-11-11T10:23:50.021;uMgeni
POINT(30.63384500000000088 -29.59944199999999981);586;D/S Nagle Dam;500m downstream of Nagle Dam;rocky;12;2014-11-11T13:51:36.833;uMgeni
POINT(30.38769999999999882 -23.10849999999999937);590;Gauging Weir A9;None;rocky;376;2014-11-15T19:34:33.388;Luvuvhu
POINT(30.38769999999999882 -23.10849999999999937);591;Gauging Weir A9;None;rocky;376;2014-11-15T19:40:47.273;Luvuvhu
POINT(30.32120000000000104 -23.07450000000000045);595;cabbage farm IF;None;rocky;376;2014-11-15T20:13:09.607;Latonyanda
POINT(30.48629999999999995 -22.90899999999999892);598;Tshivhulani;None;rocky;376;2014-11-15T20:30:15.463;Mutshundudi
POINT(30.68550000000000111 -22.85330000000000084);599;new gauging wei;None;rocky;376;2014-11-15T20:37:50.977;Mutshundudi
POINT(30.44269999999999854 -22.78900000000000148);601;Mboneni School ;None;rocky;376;2014-11-15T20:49:21.538;Mutale
POINT(30.48629999999999995 -22.90899999999999892);603;Tshikundamalema;None;rocky;376;2014-11-15T20:59:32.549;Mutale
POINT(30.64900000000000091 -22.95250000000000057);604;Malamulele pump;None;rocky;376;2014-11-15T21:03:48.262;Luvuvhu
POINT(30.60170000000000101 -22.97149999999999892);605;Nandoni IFR;None;rocky;376;2014-11-15T21:07:49.241;Luvuvhu
POINT(30.46930000000000049 -23.08399999999999963);606;Hasani crossing;None;rocky;376;2014-11-15T21:12:03.356;Luvuvhu
POINT(30.38769999999999882 -23.10849999999999937);607;Gauging Weir A9;None;rocky;376;2014-11-15T21:15:13.786;Luvuvhu
POINT(28.42459399999999903 -30.27873599999999854);567;Tsekong JSS;River near a farm, next to a bridge. Community uses river for washing. cow dung was seen in the near the stream;sandy;373;2014-11-17T06:20:30.892;Mokopu
POINT(28.96676599999999979 -28.62185799999999958);568;D/S Poccolan ;Downstream of the Poccolan/ Robertons Bush. Rocky stream ;rocky;192;2014-11-17T07:44:55.207;Sungubala
POINT(27.12802800000000047 -32.59677800000000047);569;Geju Secondary;river next to a school, the community uses the river for washing clothes. ;rocky;373;2014-11-17T07:55:24.909;Cata
POINT(30.38769999999999882 -23.10849999999999937);608;Gauging weir A9;None;rocky;376;2014-11-17T08:16:32.368;Luvuvhu
POINT(30.46930000000000049 -23.08399999999999963);609;Hasani crossing;None;rocky;376;2014-11-17T08:23:50.408;Luvuvhu
POINT(30.60170000000000101 -22.97149999999999892);610;Nandoni IFR;None;rocky;376;2014-11-17T08:29:47.328;Luvuvhu
POINT(30.64900000000000091 -22.95250000000000057);611;Malamulele pump;None;rocky;376;2014-11-17T08:37:05.178;Luvuvhu
POINT(30.32120000000000104 -23.07450000000000045);612;Cabbage farm IF;None;rocky;376;2014-11-17T08:45:46.17;Latonyanda
POINT(30.48629999999999995 -22.90899999999999892);613;Tshivhulani;None;rocky;376;2014-11-17T08:49:45.243;Mutshundudi
POINT(30.64780000000000015 -22.81030000000000157);592;Mpaphuli NR;In the Mpaphuli Nature Reserve;rocky;376;2014-11-17T09:46:32.342;Mukhase
POINT(30.47500000000000142 -22.75720000000000098);596;Old bridge;None;rocky;376;2014-11-17T10:04:05.995;Tshiombedi
POINT(30.64311500000000166 -22.70070000000000121);602;Mutale bridge;None;rocky;376;2014-11-17T11:05:08.393;Mutale
POINT(30.59984199999999888 -29.64952699999999908);578;Kwa Manyavu;River flowing through a wetland;rocky;360;2014-11-24T13:16:57.412;uMsunduzi
POINT(30.61720000000000041 -29.64999999999999858);576;Manyavu ;Near the confluence with the Msunduzi. Downstream from reed beds. Site has a lot of aquatic vegetation. ;rocky;358;2014-11-25T10:06:47.502;Mshwathi
POINT(27.38461399999999912 -26.90076900000000037);588;Gatsien Rapid;At the first reeds, river left and below Gatsien Rapid. Next to Eucalyptus trees.The riverbed is a slab of granite, with loose rocks and pebbles in holes, and some sand on edges and depressions.;rocky;217;2014-11-17T09:26:50.27;Vaal
POINT(30.64780000000000015 -22.81030000000000157);616;Mphaphaula Cyca;None;rocky;376;2014-11-17T09:42:08.784;Mukhase
POINT(30.47500000000000142 -22.75720000000000098);618;old bridge;None;rocky;376;2014-11-17T09:56:37.461;Tshiombedi
POINT(30.32295999999999836 -30.8495999999999988);623;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-19T07:51:49.522;Bilanhlolo
POINT(26.10239999999999938 -27.7240000000000002);626;  Kenmare;two strems meet in pines area in Manie Mulder, Krugersdorp.the area has a waterfall where  people come for religious rituals.;rocky;282;2014-11-21T11:59:36.706;pines spruit
POINT(30.4011010000000006 -22.94330000000000069);597;Phiphidi Forest;Dense forest ;rocky;376;2015-06-12T10:22:05.863;Mutshundudi
POINT(30.63899999999999935 -22.70070000000000121);622;Mutale bridge  ;Agricultural land;rocky;376;2015-06-12T10:56:04.872;Mutale
POINT(30.66073000000000093 -22.83480000000000132);600;Bridge above mu;Agricultural land;rocky;376;2015-06-12T11:56:31.04;Mukhase
POINT(30.31850000000000023 -22.99350000000000094);593;Top Bridge;Top Bridge Forest;rocky;376;2015-06-12T14:23:28.815;Dzindi
POINT(30.44269999999999854 -22.78900000000000148);621;Mboneni PS;None;rocky;376;2015-06-12T14:07:25.26;Mutale
POINT(30.65719999999999956 -22.83480000000000132);620;U/S Bridge;Mbwedi. Tshidzini Area;rocky;376;2015-06-22T07:31:38.456;Mukhase
POINT(30.28430000000000177 -29.43059999999999832);587;below the falls;In a nature reserve below the old aged settlement, the bed of the river is rocky, and sampling was done after heavy rain ;rocky;349;2015-07-07T10:48:56.975;nkobongo
POINT(26.10239999999999938 -27.72449999999999903);628;Krudersdorp ;Krugersdorp Nature Reserve, Hippo Dam. water flows from the main into the Nature Reserve.;sandy;282;2014-11-21T12:22:07.762;Hippo Dam
POINT(27.76888900000000149 -25.78333299999999895);629;Van Gaalens 1;skeerpoort flows in the Magalies area. the test was conducted at van Gaalens also known as the cheese farm;rocky;282;2014-11-21T12:39:31.006;Skeerpoort
POINT(27.7855559999999997 -25.7883330000000015);630;Van Gaalens 2;skeerpoort flows in the Magalies Area. The test was conducted at Van Gaalens also known as the cheese farm;rocky;282;2014-11-21T12:44:34.247;Skeerpoort
POINT(29.98694400000000115 -26.53222200000000086);638;Post Waterfall;Where the gorge opens up in the first small valley after the waterfall and the river widens a little. Between rapids.;rocky;217;2014-11-24T06:55:38.902;Assegaai
POINT(30.32295999999999836 -30.8495999999999988);641;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-24T13:25:07.089;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);642;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-24T13:25:29.557;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);643;Oatlands;downstream of Oatlands Landfill;rocky;255;2014-11-25T10:42:29.366;Bilanhlolo
POINT(30.40370000000000061 -29.55829999999999913);644;Baynespruit new;Directly outside Newholmes primary school. ;rocky;246;2014-11-25T15:47:11.431;Baynespruit
POINT(30.40820000000000078 -29.55989999999999895);645;Raisethorpe sec;Directly adjacent to Raisethorpe Secondary school. ;rocky;246;2014-11-26T15:38:36.293;Baynespruit
POINT(30.32295999999999836 -30.8495999999999988);646;Oatlands;Downstream of Oatlands;rocky;11;2014-11-27T07:04:54.195;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);647;Oatlands;Downstream of Oatlands;rocky;11;2014-11-27T07:07:27.12;Bilanhlolo
POINT(30.32295999999999836 -30.8495999999999988);648;oatlands;Downstream of Oatlands;rocky;12;2014-11-27T07:16:45.047;Bilanhlolo
POINT(30.40830000000000055 -29.56997499999999945);636;U/S AllandaleDr;U/S Allendale Drive, adjacent to Khan road, Residential area but open space around the river;rocky;245;2014-11-27T09:40:41.336;Baynespruit
POINT(28.56650000000000134 -25.55160000000000053);625;DETWE;B3ELAN. Upstream site relatively pristine.;rocky;72;2014-11-27T07:28:46.877;Elands
POINT(30.4122249999999994 -29.5800920000000005);631;Sunfoil oil;Adjacent to oil factories and Ohrtmann road in Willowton;rocky;245;2014-11-27T09:03:35.164;Baynespruit
POINT(30.41182500000000033 -29.57836700000000008);632;Willowton;adjacent to oil factories in Willowton, Ohrtman Road;rocky;245;2014-11-27T09:10:06.175;Baynespruit
POINT(30.41059200000000118 -29.57664400000000171);633;D/S Bhambatha;about 150m D/S Bhambatha road adjacent to oil factories in Willowton;rocky;245;2014-11-27T09:25:47.914;Baynespruit
POINT(30.40985299999999825 -29.57448600000000027);634;U/S Bhambata;a few meters upstream Bhambatha road, Allendale;rocky;245;2014-11-27T09:27:58.776;Baynespruit
POINT(30.40889699999999962 -29.57212499999999977);635;Salford road;residential Area, Allendale;rocky;245;2014-11-27T09:31:00.436;Baynespruit
POINT(30.40897800000000117 -29.56791099999999872);637;Timlas Rd;Adjacent to Timlas road, Allendale;rocky;245;2014-11-27T09:47:22.702;Baynespruit
POINT(30.14888900000000049 -27.12805600000000084);639;D/S Waterfall;Where the gorge opens up in the first small valley after the waterfall and the river widens a little. Between rapids.;rocky;217;2014-11-27T10:08:38.026;Assegaai
POINT(30.18613900000000072 -27.14061099999999982);640;WhiteCliffs;"At the second of three massive white cliffs Downstream of the ""verjonging"" entry at top of rapid.";rocky;217;2014-11-27T10:22:09.057;Assegaai
POINT(-83.90366799999999614 33.81219099999999855);661;Jabula Dogs;The study was conducted in a peri-urban area outside Loganville in a small stream that runs under a bridge on Chandler Haulk rd. Riparian vegetation is natural bush.;rocky;59;2015-01-04T23:38:10.808;Little Haynes 
POINT(30.19101200000000063 -29.56474299999999999);666;MFC Site 1;River flows through field with housing nearby. Close to municipality offices.;sandy;397;2015-01-20T10:34:30.631;uMthinzima
POINT(28.1852109999999989 -26.09864200000000167);669;U/S Esther Park;Upstream of the Esther Park Waste Water Treatment Plant;rocky;398;2015-01-20T13:48:59.34;Modderfontein
POINT(28.17294199999999904 -26.10103600000000057);670;D/S Esther Park;Down stream of the Esther Park Waste Water Treatment Plant;rocky;398;2015-01-20T13:54:09.377;Modderfontein
POINT(30.24633899999999898 -29.47619699999999909);671;Shelter falls ;Downstream of the waterfall where the walking trail meets the river;rocky;128;2015-01-21T13:12:46.482;Ngobongo 
POINT(30.19525000000000148 -26.4387219999999985);672;Lothair Bridge;Directly below bridge;sandy;217;2015-01-25T19:58:12.675;Vaal River
POINT(30.32295999999999836 -30.8495999999999988);677;Oatlands;downstream of Oatlands Landfill;rocky;12;2015-01-28T12:12:49.639;Bilanhlolo
POINT(30.10838899999999896 -26.36286099999999877);674;Chrissiesmeer;Directly upstream of the N17 bridge linking Ermelo and Chrissiesmeer.;rocky;217;2015-02-11T18:43:54.326;Vaal River
POINT(30.08805600000000169 -26.69722200000000001);676;Klipbank Camp;Just through rocky gorge and rapids, at the camp with huge poplars. Next to river bordering the campsite. Just upstream of first willow.;rocky;217;2015-02-11T20:17:19.646;Vaal River
POINT(28.11480600000000152 -26.87536100000000161);678;D/S Vaal Dam;1st bridge crossing river after the Vaal Dam wall.;rocky;217;2015-02-09T14:45:18.149;Vaal River
POINT(30.31888899999999865 -22.98472200000000143);683;DAMT2;5 meter width, 70% canopy cover ;rocky;379;2015-06-12T14:43:44.137;Dzindi 
POINT(27.05697199999999825 -26.93702800000000153);681;SkandinawieDrif;Below wier wall. NorthWest Province side of the river.;rocky;217;2015-06-15T06:43:40.804;Vaal River
POINT(30.15109899999999854 -26.64856100000000083);675;N2 Bridge;Downstream of the broken N2 service bridge and fence. Sampled below the willow treeblock.;rocky;217;2015-06-18T07:53:12.721;Vaal River
POINT(30.93241599999999991 -29.90652100000000146);682;Stainbank Nat R;downstream of informal settlement;rocky;412;2015-07-07T10:02:54.282;Trib_Mhlatuzana
POINT(29.99564900000000023 -26.31763199999999969);665;Eye;Source of the Vaal River.;sandy;336;2015-06-19T13:38:58.201;Vaal
POINT(30.19641999999999982 -23.00645000000000095);685;AC1;"Very rocky; width 4 meters.";rocky;379;2015-06-21T19:36:11.622;Latonyanda
POINT(30.20393999999999934 -23.00308000000000064);686;LA3;In the valley below Vhuvha settlement. Upstream of plantations. Width 3 meters;rocky;379;2015-06-22T08:52:31.132;Lutanyanda
POINT(30.19610000000000127 -29.57246100000000055);667;MFC Site 2;D/S road leading to the quarry;rocky;397;2015-07-07T10:19:41.703;uMthinzima
POINT(30.22183000000000064 -23.00859000000000165);687;LA4;"5 metre width; 70% canopy.";rocky;379;2015-06-25T10:50:44.778;Lutanyanda
POINT(30.36504000000000048 -22.98115699999999961);684;LA1;Width 2.5 metres;sandy;379;2015-06-25T10:37:35.035;Luandani
POINT(30.22250999999999976 -23.01014999999999944);688;LA5;"6 metres in width; rocky; algae in the stream.";rocky;379;2015-06-25T11:59:06.778;Lutanyanda
POINT(29.6156390000000016 -29.30349999999999966);664;Arjen&Anne Site;At path crossing in Highmoor;rocky;13;2015-06-26T07:28:57.006;Highmoor stream
POINT(30.94229999999999947 -29.81978300000000104);253;Shepstone Place;49 Shepstone Place. 7.33 km. Desh Pillay's lovely cliff view riverside garden.;rocky;21;2015-06-26T13:01:20.273;Palmiet (KZN)
POINT(30.2032999999999987 -29.57870000000000132);668;MFC Site 3;no rubbish, water looked clear, no housing close by.;rocky;397;2015-07-07T10:06:59.486;uMthinzima
POINT(27.33111099999999993 -26.85194399999999959);680;Farm Kudu;In the smaller channel, just before it meets the main current.;rocky;217;2015-02-11T20:10:43.919;Vaal River
POINT(30.09574999999999889 -24.51527799999999857);700;SW2B;Downstream of industry and residential;rocky;224;2015-02-20T14:37:17.438;Moopetsi
POINT(30.08794400000000024 -24.50194400000000172);701;SW5;Downstream of industry;rocky;224;2015-02-20T14:41:25.209;Moopetsi
POINT(30.09719399999999823 -24.50552800000000175);702;SW7;Upstream of industry;rocky;224;2015-02-20T14:50:43.591;Moopetsi
POINT(24.49125000000000085 -28.56891699999999901);705;GoodHope;Sable lodge, Good Hope private reserve. Through the double gate to the river, then to the right.;sandy;217;2015-02-25T05:53:12.765;Vaal River
POINT(26.60113899999999987 -33.32336099999999846);711;Belmont farm;Rocky, shallow under railway bridge and drive way into a farm yard;rocky;429;2015-05-14T14:21:19.021;Bloukrans
POINT(26.60113899999999987 -33.32336099999999846);712;Belmont farm;Rocky, shallow under railway bridge and drive way into a farm yard;rocky;429;2015-05-14T14:21:49.665;Bloukrans
POINT(30.212610999999999 -26.56933300000000031);673;R65 Bridge;Directly downstream of bridge on the R65 road that links Amsterdam and Ermelo.;sandy;217;2015-05-28T14:32:25.099;Vaal River
POINT(22.47161300000000139 -30.05064099999999883);721;verydry;gavin test site;rocky;1;2015-05-28T15:19:28.247;dunno
POINT(23.43263900000000177 -29.21474999999999866);722;d/s Douglas;At cliff face, downstream of a dry 'flasflood' tributary;rocky;217;2015-06-04T07:08:26.003;Orange
POINT(26.58999999999999986 -27.0897219999999983);695;Orkney D/S;Tree & reed lined bank, rocky & shallow area;rocky;217;2015-06-15T06:51:27.927;Vaal River
POINT(26.49813899999999833 -27.3962779999999988);696;Balkfontein;fishing spot d/s of balkfontein pump stations.;sandy;217;2015-06-15T07:19:56.232;Vaal River
POINT(25.61255600000000143 -27.66116699999999895);697;RiverView;Between lodge and caravan park at Riverview Lodge, Bloemhof. 500m d/s of dam wall;sandy;217;2015-06-15T07:38:08.538;Vaal River
POINT(24.84455600000000075 -28.10858299999999943);703;Warrenton;Upstresm side of platbrug, on warrenton side of river in small channel with low flow;rocky;217;2015-06-15T07:57:56.748;Vaal River
POINT(24.82025000000000148 -28.11299999999999955);704;Warrenton D/S;at abandoned campsite. reed lined rocky bank;rocky;217;2015-06-15T08:12:49.915;Vaal River
POINT(28.51361100000000093 -27.01166699999999921);679;AquaVia Club;From the main access road, walk directly down to the almost featureless bank.;sandy;217;2015-06-15T09:11:39.288;Vaal River
POINT(23.63688900000000004 -29.0715280000000007);708;Confluence;At the confluence with the Vaal, about 20m to the Orange River side.;sandy;217;2015-06-15T09:54:33.104;Orange
POINT(23.43263900000000177 -29.21474999999999866);723;d/s Douglas;At cliff face, downstream of a dry 'flashflood' tributary;rocky;217;2015-06-15T10:04:47.932;Orange
POINT(23.10433300000000045 -29.37297200000000075);724;u/s Prieska;on vegetated bank next to a dry 'small mountain cove';rocky;217;2015-06-15T10:22:10.221;Orange
POINT(22.70019399999999976 -29.5808889999999991);726;Old man's cliff;10km downstream of prieska. at base of cliff. next to dry flashflood tributary;rocky;217;2015-06-15T10:57:20.792;Orange
POINT(22.55869399999999914 -29.44433300000000031);727;Dry Run Entry;downstream of last big hill, river left at a dry run (tributary) entry to the river.;rocky;217;2015-06-15T11:06:23.52;Orange
POINT(21.66411099999999834 -28.43252800000000136);729;Rainbow Bank;about 40km u/s of Upington, river right before the island. Rocky with indigenous vegetation on the banks.;rocky;217;2015-06-15T12:07:03.078;Orange
POINT(22.27066699999999955 -29.2979440000000011);728;Cattle Beach;downstream of rapid, next to a beach on the river right. approax 40km u/s of boegoeberg dam;rocky;217;2015-06-15T11:30:13.305;Orange
POINT(21.12849999999999895 -28.61258300000000077);730;Cannon Island;River right, and with cannon island on the left.. Grassy with black sand beaches.;rocky;217;2015-06-17T12:06:30.418;Orange
POINT(20.55447200000000052 -28.74955599999999833);716;Lone Cow Bay;Sandy spit on small bay, river right.;rocky;217;2015-06-17T13:14:53.422;Orange
POINT(20.55447200000000052 -28.74955599999999833);715;Lone Cow Bay;Sandy spit on small bay, river right.;rocky;217;2015-06-17T12:17:10.101;Orange
POINT(20.55447200000000052 -28.74955599999999833);717;Lone Cow Bay;Sandy spit on small bay, river right.;rocky;217;2015-06-17T13:15:18.097;Orange
POINT(19.54472200000000015 -28.568639000000001);731;Lazyday Beach;beach on river right. approx 10km upstream of Raap & Skraap Rapid.;rocky;217;2015-06-17T13:23:23.146;Orange
POINT(19.30297200000000046 -28.73683300000000074);732;Onseepkans;bedrock at base of the gravity adventures camp. Downstream of border crossing bridge. River left.;rocky;217;2015-06-18T06:59:02.687;Orange
POINT(19.07861099999999865 -28.96072200000000052);733;Adam Basson;Grassy bank downstream of Pella. Next to the Basson family 4x4 rest camp (+-100m walk to river);rocky;217;2015-06-18T07:11:50.346;Orange
POINT(17.58366699999999838 -28.6887219999999985);734;Bushwacked;river right (namibian side), opposite Bushwacked / Fiddlers Creek rest camp;rocky;217;2015-06-18T07:16:57.714;Orange
POINT(30.67443600000000004 -29.50147000000000119);720;Swayimane;downstream of bridge;rocky;255;2015-06-22T07:12:15.369;Tholeni
POINT(28.1933959999999999 -25.7346970000000006);719;Pretoria Zoo;Farmyard;sandy;440;2015-06-20T10:41:49.955;Apies River
POINT(28.4875089999999993 -26.26354600000000161);706;D/S Ancor WWTW;Downstream of the Ancor waste water treatment works;rocky;398;2015-06-22T09:11:26.124;Blesbokspruit
POINT(26.55444400000000016 -33.29999999999999716);710;Belmont Valley ;Downstream Grahamstown urban, settlement area ;rocky;429;2015-06-20T11:20:24.349;Bloukrans
POINT(129.28608099999999581 35.83767399999999981);709;Bomun-Ro Bridge;Site located downstream of a low weir and immediately upstream of Bomun-Ro Bridge adjacent to HICO;rocky;10;2015-06-22T06:51:50.296;Bomun
POINT(26.55136099999999999 -33.31358300000000128);713;Belmont Valley ;Downstream Grahamstown urban and rurak settlment;rocky;429;2015-06-20T11:18:03.892;Bloukrans
POINT(26.55136099999999999 -33.31358300000000128);714;Belmont Valley ;Downstream Belmont Valley sewage out-fall;rocky;429;2015-06-20T11:46:59.749;Bloukrans
POINT(28.46199000000000012 -26.3816999999999986);707;U/S C.Grundelin;Upstream of C.Grundeling WWTW ;rocky;398;2015-06-23T12:06:52.382;Blesbokspruit
POINT(30.07556999999999903 -23.01865000000000094);691;AP1;"River with a 5 metre width; algae seen in the water.";rocky;379;2015-06-25T09:53:33.703;Lutanyanda
POINT(30.07647000000000048 -23.01965999999999823);692;AP2;"2 metre stream; pine needles in the stream.";rocky;379;2015-06-25T10:08:26.995;Lutanyanda
POINT(30.06303000000000125 -23.02344000000000079);693;AP3;1.2 meter width stream.;sandy;379;2015-06-25T10:19:17.558;Lutanyanda
POINT(30.07556999999999903 -23.0130100000000013);694;AP4;0.5 metre stream.;rocky;379;2015-06-25T10:29:47.813;Lutanyanda
POINT(30.2799599999999991 -22.97847000000000151);689;LA6;"3.5 metres in width; cleared plantation on the upper riparian vegetation.";rocky;379;2015-06-25T12:24:55.453;Lutanyanda
POINT(30.2169300000000014 -23.00466000000000122);690;LA7;"5 metre width; v-shaped channel.";rocky;379;2015-06-25T13:31:45.331;Lutanyanda
POINT(30.08158299999999841 -24.48608300000000071);699;SW1;Upstream of industry;rocky;224;2015-07-01T07:02:16.129;Moopetsi
POINT(23.02092899999999887 -27.87850500000000054);737;verydry;gavintest;rocky;1;2015-06-10T11:54:59.966;dunno
POINT(24.82504700000000142 -27.34894399999999948);738;verydry;gavintest;rocky;1;2015-06-10T11:58:10.274;dunno
POINT(21.17522599999999855 -30.39239299999999844);739;verydry;test;rocky;1;2015-06-10T19:30:23.048;dunno
POINT(27.56435000000000102 -26.01670599999999922);698;Happy Acres;100m below the bridge. River banks invaded with invasive khakibos.;rocky;128;2015-06-12T08:45:33.413;Malgalies
POINT(30.39999999999999858 -22.94330000000000069);619;Phiphidi forest;None;rocky;376;2015-06-12T10:19:14.246;Mutshundudi
POINT(22.88741699999999923 -29.58194400000000002);725;30km us Prieska;Grassy bank surrounded by tall reeds. Sampling site is located at the base of hill. below rapids.;rocky;217;2015-06-15T10:42:57.922;Orange
POINT(17.22175000000000011 -28.2526389999999985);735;Richtersberg;Upstream of banks next to the rest camp in the Richtersveld National Park;rocky;217;2015-06-18T07:32:09.984;Orange
POINT(16.69291700000000134 -28.47519399999999834);736;Brandkaros;Grassy banks on a sandy desert flood plain. on Brandkaros farm.;sandy;217;2015-06-18T07:39:54.769;Orange
POINT(29.46717999999999904 -29.00316000000000116);761;Champagne Sport;River at the Champagne Sport Resort golf course. There is a dam overflow into the river.;rocky;483;2015-07-03T15:21:07.117;Sterkspruit
POINT(30.22209199999999996 -29.49640600000000035);760;Water Works;Downstream of Midmar Dam, Howick residential area close to waterworks;rocky;483;2015-07-03T15:25:13.548;Umgeni River
POINT(28.08518600000000021 -26.34431999999999974);762;Kromvlei 1;Downstream of Brackendowns suburb.;rocky;501;2015-07-06T19:14:26.793;Kromvlei Spruit
POINT(28.07771500000000131 -26.34719799999999879);763;Kromvlei 2;Downstream of Brackendowns suburb.;rocky;501;2015-07-06T19:18:46.444;Kromvlei Spruit
POINT(28.0157500000000006 -26.12488899999999958);662;Below Rapids;Below a small set of rapids. Situated in a park (Delta Park) which is surrounded by residential areas. ;sandy;390;2015-06-23T13:02:15.372;Braamfontein Sp
POINT(22.01666700000000176 -33.18333299999999753);754;WKL tributary 3;Former tributary of Dorpsriver into which excess sewage effluent leaks from neighboring sewage works. ;sandy;459;2015-06-23T13:43:34.288;Trib_Dorpsriver
POINT(32.14311000000000007 -27.38660399999999839);747;Pongola Camp;down stream of clothe washing spot.;sandy;244;2015-06-19T14:05:59.857;Pongola
POINT(32.07580000000000098 -27.42030000000000101);745;Dam wall;down-stream of dam wall;rocky;244;2015-06-19T14:06:41.055;Pongola
POINT(32.05705999999999989 -27.40454799999999835);746;Gorge Camp;up stream of dam wall;rocky;244;2015-06-19T14:07:00.132;Pongola
POINT(32.26601399999999842 -27.03740000000000165);748;River side;At sight of heavy human activity( cattle drinking and clothes washing);rocky;244;2015-06-19T14:10:24.851;Pongola
POINT(22.01666700000000176 -33.18333299999999753);749;Eerstewater;Stream running through Swartberg before any significant human impact.;rocky;459;2015-06-21T12:07:53.75;Dorpsriver
POINT(22.01666700000000176 -33.18333299999999753);750;Eerstewater;Stream running through Swartberg before any significant human impact.;rocky;459;2015-06-21T12:07:55.18;Dorpsriver
POINT(22.01666700000000176 -33.18333299999999753);753;WKL tributary 2;Former tributary of Dorpsriver into which excess sewage effluent leaks from neighboring sewage works. ;sandy;459;2015-06-23T13:46:21.13;Trib_Dorpsriver
POINT(22.01666700000000176 -33.18333299999999753);752;WKL tributary 1;Former tributary of Dorpsriver into which excess sewage effluent leaks from neighboring sewage works. ;sandy;459;2015-06-23T13:47:41.071;Trib_Dorpsriver
POINT(30.92569699999999955 -29.82376100000000108);144;Nature Reserve;Very Rocky Shallow Little Vegetation.Shaded. By braai area at Edgecliffe Road entrance. ;rocky;21;2015-06-26T12:55:33.59;Palmiet (KZN)
POINT(30.86998000000000175 -29.80962999999999852);239;Cherry Road;Rocky ledges and pools and a series of river bends in the very heart of Pinetown industrial manufacturing area.;rocky;21;2015-06-26T12:57:09.645;Palmiet (KZN)
POINT(30.88291600000000159 -29.81852999999999909);251;Harley Street;This site was sampled from a certain distance from the actual stream. This is at a storm water culvert in a residential area which has been abused for years by illegal pollutants in the adjacent Pinetown Industrial Area. This flows into the Palmiet River.;rocky;21;2015-06-26T12:57:35.795;Palmiet (KZN)
